workout_log_id,member_id,workout_date,workout_time,exercise_name,exercise_type,muscle_group,difficulty,sets_completed,reps_per_set,weight_kg,duration_minutes,calories_burned,intensity_level,heart_rate_avg,notes
WL00012040,MEM001266,2024-01-20,19:34:00,Bottoms Up,strength,abdominals,intermediate,2,11,127.5,33,106.0,Low,179.0,Great workout!
WL00012041,MEM001400,2024-03-04,18:44:00,Incline dumbbell row,strength,middle_back,intermediate,4,9,36.5,17,67.2,Moderate,,
WL00012042,MEM001841,2024-12-06,20:11:00,Atlas Stones,strongman,lower_back,intermediate,2,11,0.0,53,363.3,High,172.0,Felt strong today
WL00012043,MEM000333,2024-08-07,10:34:00,EZ-Bar Skullcrusher,strength,triceps,intermediate,4,6,93.0,75,382.0,Very High,160.0,Challenging but rewarding
WL00012044,MEM000660,2024-04-16,10:04:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,4,20,114.9,80,622.3,Very High,126.0,
WL00012045,MEM002165,2024-07-06,11:31:00,Dynamic pigeon stretch,strength,abductors,intermediate,3,11,73.0,17,68.7,High,,Great workout!
WL00012046,MEM000611,2024-06-05,10:17:00,Cocoons,strength,abdominals,intermediate,2,19,12.5,76,571.2,Moderate,115.0,
WL00012047,MEM001008,2024-01-08,20:36:00,Concentration curl,strength,biceps,intermediate,2,19,52.0,51,331.0,Very High,155.0,Good progress
WL00012048,MEM000204,2024-08-22,15:57:00,Cable V-bar push-down,strength,triceps,intermediate,2,9,50.6,86,607.7,Moderate,122.0,Good progress
WL00012049,MEM000177,2024-02-09,18:59:00,Zottman Curl,strength,biceps,intermediate,3,14,51.3,53,376.6,High,100.0,Felt strong today
WL00012050,MEM001582,2024-11-25,17:19:00,Traveling thigh killa,strength,abductors,intermediate,3,20,10.7,71,549.7,Moderate,108.0,Felt strong today
WL00012051,MEM002095,2024-01-02,17:46:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,5,7,149.1,76,358.2,Moderate,143.0,Felt strong today
WL00012052,MEM001683,2024-02-17,12:52:00,Cross-over jack,strength,abductors,intermediate,2,20,93.3,64,499.7,High,118.0,Personal best!
WL00012053,MEM002372,2024-09-25,09:19:00,EZ-Bar Skullcrusher,strength,triceps,intermediate,5,18,56.1,69,294.0,Very High,148.0,Felt strong today
WL00012054,MEM000459,2024-04-17,09:47:00,UNS Foam Roll Adductor,strength,adductors,intermediate,5,15,57.6,61,464.4,Very High,161.0,Personal best!
WL00012055,MEM000467,2024-05-08,14:21:00,Dynamic pigeon stretch,strength,abductors,intermediate,3,8,56.4,44,150.9,Moderate,136.0,Felt strong today
WL00012056,MEM001116,2024-03-06,17:54:00,Suspended Hip Thrust,strength,glutes,beginner,5,20,135.6,15,87.1,High,,Great workout!
WL00012057,MEM002344,2024-02-26,15:46:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,3,17,68.5,32,172.6,Moderate,174.0,Challenging but rewarding
WL00012058,MEM001924,2024-07-01,10:53:00,Axle Deadlift,strongman,lower_back,beginner,3,20,0.0,47,364.7,Moderate,120.0,Great workout!
WL00012059,MEM000943,2024-09-09,10:22:00,Jumping rope,cardio,quadriceps,intermediate,5,18,0.0,61,327.7,High,172.0,Challenging but rewarding
WL00012060,MEM001332,2024-03-14,10:20:00,Elbow plank,strength,abdominals,intermediate,5,6,76.1,86,396.7,High,150.0,Good progress
WL00012061,MEM001438,2024-07-08,18:21:00,Chin To Chest Stretch,stretching,neck,intermediate,5,19,0.0,72,369.9,High,115.0,Personal best!
WL00012062,MEM002393,2024-03-30,05:15:00,HM Right Leg Swing,stretching,abductors,intermediate,5,16,0.0,52,203.1,High,100.0,Great workout!
WL00012063,MEM000689,2024-06-08,18:25:00,Axle Deadlift,strongman,lower_back,beginner,4,11,0.0,34,160.4,High,147.0,Personal best!
WL00012064,MEM001385,2024-08-20,22:21:00,Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,beginner,2,10,0.0,27,162.0,High,127.0,Great workout!
WL00012065,MEM001084,2024-03-22,20:30:00,Clean and press,strength,shoulders,intermediate,3,13,67.7,49,371.6,Moderate,164.0,Personal best!
WL00012066,MEM000233,2024-06-04,08:07:00,Cross-over jack,strength,abductors,intermediate,2,11,50.7,57,309.7,Low,147.0,Challenging but rewarding
WL00012067,MEM001608,2024-09-19,21:48:00,Single-arm lateral raise,strength,shoulders,intermediate,2,15,52.5,35,265.4,High,175.0,Challenging but rewarding
WL00012068,MEM001357,2024-12-05,16:16:00,Wrist Roller,strength,forearms,beginner,3,12,95.1,50,375.2,Very High,144.0,
WL00012069,MEM000280,2024-11-19,05:32:00,Smith machine shrug,strength,traps,intermediate,3,15,82.2,79,450.5,High,119.0,Challenging but rewarding
WL00012070,MEM001448,2024-04-18,09:20:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,2,6,105.2,18,136.1,Very High,,Challenging but rewarding
WL00012071,MEM001792,2024-03-24,11:30:00,Cocoons,strength,abdominals,intermediate,5,8,94.1,29,98.7,Low,138.0,
WL00012072,MEM001303,2024-12-09,13:23:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,2,10,0.0,68,306.8,Very High,176.0,Personal best!
WL00012073,MEM000232,2024-04-11,22:57:00,Incline Hammer Curls,strength,biceps,beginner,2,13,110.9,77,270.9,High,114.0,Good progress
WL00012074,MEM000859,2024-02-20,08:47:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,4,6,111.4,64,489.4,Very High,111.0,Good progress
WL00012075,MEM001105,2024-03-07,19:09:00,Palms-down wrist curl over bench,strength,forearms,intermediate,4,16,48.8,82,631.3,Very High,130.0,Challenging but rewarding
WL00012076,MEM000993,2024-11-22,19:53:00,Side Leg Raises,stretching,adductors,beginner,3,19,0.0,59,216.4,Moderate,167.0,Great workout!
WL00012077,MEM001255,2024-07-19,07:43:00,Incline dumbbell bench press,strength,chest,intermediate,5,9,102.1,47,216.9,High,110.0,
WL00012078,MEM001029,2024-10-19,17:12:00,Standing cable low-to-high twist,strength,abdominals,intermediate,4,14,40.1,21,129.1,Very High,133.0,Good progress
WL00012079,MEM002341,2024-03-05,14:54:00,Close-grip pull-down,strength,lats,intermediate,4,20,66.9,44,223.5,Very High,161.0,Great workout!
WL00012080,MEM000601,2024-06-28,06:10:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,4,9,88.8,49,295.8,Moderate,128.0,Felt strong today
WL00012081,MEM001331,2024-09-19,14:28:00,Natural Glute Ham Raise,strength,hamstrings,beginner,2,18,64.7,35,228.8,Very High,129.0,Challenging but rewarding
WL00012082,MEM001141,2024-05-13,12:00:00,Tire flip,strongman,quadriceps,intermediate,3,7,0.0,54,295.3,Moderate,137.0,Challenging but rewarding
WL00012083,MEM002326,2024-04-18,08:34:00,Pull-up,strength,lats,beginner,2,15,31.3,72,443.0,Moderate,124.0,Personal best!
WL00012084,MEM001810,2024-06-19,19:57:00,Rower,cardio,middle_back,intermediate,5,6,0.0,58,349.2,Low,126.0,
WL00012085,MEM000174,2024-03-11,15:40:00,Single-arm palm-in dumbbell shoulder press,strength,shoulders,intermediate,3,8,75.3,69,504.8,Very High,104.0,Great workout!
WL00012086,MEM001819,2024-11-30,18:29:00,Partner bench back extension,strength,lower_back,beginner,4,7,41.0,25,113.4,Very High,147.0,Great workout!
WL00012087,MEM002311,2024-12-12,19:42:00,Seated barbell shoulder press,strength,shoulders,intermediate,2,9,23.9,31,209.4,High,111.0,
WL00012088,MEM000527,2024-01-23,06:09:00,Lying Face Down Plate Neck Resistance,strength,neck,beginner,5,8,52.2,60,346.7,Moderate,155.0,Great workout!
WL00012089,MEM000376,2024-09-09,07:06:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,5,8,7.5,57,335.8,High,116.0,Good progress
WL00012090,MEM000423,2024-05-29,05:01:00,Cross-Body Crunch,strength,abdominals,intermediate,5,13,98.0,67,497.7,Moderate,156.0,Great workout!
WL00012091,MEM001058,2024-06-18,17:36:00,Single-arm inverted row,strength,traps,intermediate,3,20,7.1,15,95.7,Moderate,,Personal best!
WL00012092,MEM000519,2024-06-12,12:40:00,Standing Dumbbell Calf Raise,strength,calves,intermediate,4,7,142.5,74,439.5,High,154.0,Personal best!
WL00012093,MEM001985,2024-05-22,08:08:00,Yoga plex,stretching,lower_back,intermediate,5,16,0.0,43,192.9,Very High,157.0,Personal best!
WL00012094,MEM002268,2024-11-07,11:00:00,Elbow-to-knee crunch,strength,abdominals,intermediate,4,9,74.4,57,418.9,Low,136.0,
WL00012095,MEM000508,2024-05-02,05:03:00,Alternating sit-through with crunch,strength,middle_back,intermediate,2,7,97.3,90,483.3,Very High,148.0,Felt strong today
WL00012096,MEM001712,2024-06-09,08:30:00,Military press,strength,shoulders,intermediate,5,6,120.5,83,416.0,Moderate,114.0,
WL00012097,MEM001226,2024-07-18,22:37:00,Lying Face Down Plate Neck Resistance,strength,neck,beginner,5,18,137.7,78,613.8,Very High,102.0,Personal best!
WL00012098,MEM000568,2024-01-08,19:29:00,Palms-down wrist curl over bench,strength,forearms,intermediate,5,16,6.5,24,110.9,Very High,149.0,Great workout!
WL00012099,MEM001154,2024-08-10,11:52:00,Landmine twist,strength,abdominals,intermediate,2,12,19.0,59,436.2,Low,148.0,Personal best!
WL00012100,MEM001835,2024-06-24,19:20:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,3,19,136.9,30,216.3,Low,107.0,Personal best!
WL00012101,MEM002075,2024-06-03,21:51:00,Single Leg Push-off,plyometrics,quadriceps,beginner,3,12,0.0,63,248.8,High,142.0,
WL00012102,MEM001091,2024-05-07,16:01:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,2,19,128.0,68,484.7,Moderate,126.0,Great workout!
WL00012103,MEM000150,2024-02-09,06:31:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,5,17,52.8,63,428.0,Moderate,178.0,Felt strong today
WL00012104,MEM000999,2024-09-18,09:34:00,Lying Face Down Plate Neck Resistance,strength,neck,beginner,5,17,74.9,87,614.6,High,114.0,Good progress
WL00012105,MEM001465,2024-10-17,14:00:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,5,14,106.0,39,311.2,Low,170.0,Challenging but rewarding
WL00012106,MEM001069,2024-05-17,19:26:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,3,13,136.0,44,287.8,Low,160.0,Good progress
WL00012107,MEM001321,2024-01-03,13:12:00,Lying Face Up Plate Neck Resistance,strength,neck,beginner,3,20,17.5,79,427.5,Low,146.0,Good progress
WL00012108,MEM000804,2024-10-13,09:50:00,Seated Glute Stretch,stretching,glutes,beginner,5,13,0.0,75,563.4,High,173.0,Personal best!
WL00012109,MEM000894,2024-09-16,11:41:00,Landmine twist,strength,abdominals,intermediate,2,20,126.6,45,354.8,Very High,131.0,Felt strong today
WL00012110,MEM001190,2024-03-15,17:29:00,Dumbbell Flyes,strength,chest,intermediate,4,6,139.1,75,279.8,Moderate,150.0,Personal best!
WL00012111,MEM000958,2024-03-10,06:42:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,5,6,70.0,65,393.8,Very High,139.0,Good progress
WL00012112,MEM000973,2024-02-29,19:35:00,HM Straddle Stretch,stretching,abductors,intermediate,3,18,0.0,85,535.7,Very High,118.0,Challenging but rewarding
WL00012113,MEM000650,2024-04-13,17:15:00,Seated triceps press,strength,triceps,intermediate,3,12,51.1,57,280.0,Moderate,123.0,
WL00012114,MEM001705,2024-10-17,08:07:00,Incline dumbbell bench press,strength,chest,intermediate,2,12,52.5,75,496.3,Moderate,147.0,Personal best!
WL00012115,MEM000387,2024-11-14,09:55:00,HM Right Leg Swing,stretching,abductors,intermediate,5,20,0.0,36,158.9,Low,178.0,Good progress
WL00012116,MEM001769,2024-04-15,12:14:00,EZ-Bar Curl,strength,biceps,intermediate,5,18,102.7,80,283.9,Low,124.0,Great workout!
WL00012117,MEM000684,2024-01-05,18:23:00,Leverage Shrug,strength,traps,intermediate,4,12,105.4,85,479.9,Very High,115.0,Personal best!
WL00012118,MEM002178,2024-10-21,06:02:00,Romanian Deadlift With Dumbbells,strength,hamstrings,beginner,3,13,29.8,16,109.4,Low,,Great workout!
WL00012119,MEM000155,2024-07-29,13:02:00,Pushups,strength,chest,intermediate,4,7,9.4,81,317.9,Low,149.0,Personal best!
WL00012120,MEM002132,2024-10-06,19:40:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,3,14,132.3,63,192.4,High,107.0,Challenging but rewarding
WL00012121,MEM001306,2024-05-22,13:03:00,Side-lying leg adduction scissor,strength,adductors,intermediate,3,9,88.0,57,332.0,Very High,107.0,Personal best!
WL00012122,MEM002034,2024-02-04,20:35:00,Isometric Neck Exercise - Sides,strength,neck,beginner,5,7,87.0,55,264.4,Very High,162.0,Personal best!
WL00012123,MEM002068,2024-03-08,18:42:00,Close-Grip Front Lat Pulldown,strength,lats,intermediate,5,19,69.8,32,199.2,Moderate,152.0,Challenging but rewarding
WL00012124,MEM002495,2024-03-03,15:39:00,Weighted bench dip,strength,triceps,intermediate,5,8,8.4,53,387.8,High,176.0,Challenging but rewarding
WL00012125,MEM000767,2024-11-12,12:01:00,Lying Face Down Plate Neck Resistance,strength,neck,beginner,2,9,94.8,53,162.5,Low,154.0,Good progress
WL00012126,MEM001241,2024-08-01,18:39:00,T-Bar Row with Handle,strength,middle_back,intermediate,3,20,80.9,59,262.6,Moderate,122.0,Great workout!
WL00012127,MEM000748,2024-10-21,22:28:00,Lying Face Up Plate Neck Resistance,strength,neck,beginner,5,19,64.5,53,167.2,Very High,115.0,
WL00012128,MEM000995,2024-04-12,11:31:00,Donkey Calf Raise - Gethin Variation,strength,calves,intermediate,4,19,23.5,29,206.9,Moderate,118.0,Great workout!
WL00012129,MEM001745,2024-10-15,09:36:00,FYR Thigh Killa,strength,abductors,intermediate,4,18,27.6,66,254.1,Very High,150.0,Personal best!
WL00012130,MEM001843,2024-03-10,13:55:00,HM Left Leg Swing,strength,adductors,intermediate,5,10,129.5,53,360.0,Very High,119.0,Felt strong today
WL00012131,MEM001985,2024-02-19,08:27:00,Alternating sit-through with crunch,strength,middle_back,intermediate,4,11,29.0,46,218.2,High,115.0,
WL00012132,MEM002095,2024-10-22,10:05:00,Smith machine single-arm shrug,strength,traps,intermediate,4,18,49.8,40,239.2,Very High,158.0,Good progress
WL00012133,MEM000548,2024-03-21,16:30:00,Zottman Curl,strength,biceps,intermediate,4,14,136.1,82,506.7,High,180.0,
WL00012134,MEM000211,2024-10-06,10:48:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,3,7,0.0,32,179.8,High,159.0,Personal best!
WL00012135,MEM002073,2024-04-14,11:52:00,Pushups,strength,chest,intermediate,2,6,74.6,42,295.4,Moderate,138.0,Personal best!
WL00012136,MEM001627,2024-05-02,13:40:00,Cocoons,strength,abdominals,intermediate,5,18,19.0,87,387.5,Low,156.0,Great workout!
WL00012137,MEM002103,2024-09-25,07:42:00,Partner Superman with alternating high-five,strength,lower_back,beginner,2,8,32.2,66,228.2,Very High,129.0,Great workout!
WL00012138,MEM000604,2024-12-12,12:07:00,Side-To-Side Adductor Stretch,strength,adductors,intermediate,5,11,7.1,60,471.6,Low,129.0,Great workout!
WL00012139,MEM001340,2024-09-07,18:53:00,UNS Foam Roll Adductor,strength,adductors,intermediate,3,6,32.8,32,180.6,Low,138.0,
WL00012140,MEM001096,2024-11-23,15:57:00,Romanian Deadlift With Dumbbells,strength,hamstrings,beginner,2,13,89.6,36,261.7,Low,135.0,Felt strong today
WL00012141,MEM001481,2024-09-19,21:16:00,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,strength,forearms,beginner,3,10,27.5,59,225.6,Low,107.0,Personal best!
WL00012142,MEM001532,2024-10-03,10:13:00,Cross-over jack,strength,abductors,intermediate,2,6,110.1,87,420.4,Very High,131.0,Good progress
WL00012143,MEM001805,2024-09-02,10:32:00,Sumo deadlift,powerlifting,hamstrings,beginner,2,18,0.0,55,301.8,Very High,123.0,Felt strong today
WL00012144,MEM001470,2024-10-11,10:24:00,Machine Shrug - Gethin Variation,strength,traps,intermediate,5,8,88.6,55,365.6,High,155.0,Felt strong today
WL00012145,MEM000383,2024-04-23,10:32:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,4,9,0.0,30,184.3,Low,168.0,
WL00012146,MEM000192,2024-06-24,10:56:00,Isometric Neck Exercise - Sides,strength,neck,beginner,4,13,13.5,72,573.9,Low,111.0,Challenging but rewarding
WL00012147,MEM002135,2024-10-30,15:51:00,Reverse-grip bent-over row,strength,middle_back,intermediate,2,15,79.1,30,127.5,Low,141.0,Personal best!
WL00012148,MEM001000,2024-05-18,22:57:00,EZ-bar spider curl,strength,biceps,intermediate,5,7,96.9,70,232.6,Moderate,153.0,
WL00012149,MEM001626,2024-09-22,17:44:00,Single-arm palm-in dumbbell shoulder press,strength,shoulders,intermediate,3,16,6.2,90,699.9,Moderate,139.0,
WL00012150,MEM002023,2024-06-22,10:53:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,3,17,111.7,68,514.2,Low,179.0,Great workout!
WL00012151,MEM002383,2024-03-26,10:33:00,Cable Crossover,strength,chest,intermediate,4,11,134.9,83,305.9,Very High,135.0,Good progress
WL00012152,MEM000058,2024-06-17,09:25:00,Lateral Band Walk,strength,abductors,intermediate,4,9,50.7,67,376.8,Very High,151.0,
WL00012153,MEM002071,2024-10-15,13:56:00,T-Bar Row with Handle,strength,middle_back,intermediate,3,16,112.2,26,142.8,Very High,121.0,
WL00012154,MEM000244,2024-06-27,14:37:00,Seated barbell shoulder press,strength,shoulders,intermediate,4,14,141.9,82,346.5,Very High,103.0,Personal best!
WL00012155,MEM002135,2024-03-01,10:14:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,4,9,86.1,36,268.3,Moderate,171.0,Personal best!
WL00012156,MEM000920,2024-10-15,06:04:00,Agility Ladder,cardio,calves,intermediate,3,13,0.0,20,130.0,Moderate,,Good progress
WL00012157,MEM001236,2024-06-17,15:51:00,Tire flip,strongman,quadriceps,intermediate,3,13,0.0,28,168.7,Very High,164.0,Personal best!
WL00012158,MEM001349,2024-02-23,05:11:00,Lateral cone hop,plyometrics,adductors,intermediate,5,18,0.0,20,142.7,High,,Great workout!
WL00012159,MEM000905,2024-11-20,06:15:00,Lateral cone hop,plyometrics,adductors,intermediate,2,13,0.0,30,155.3,Moderate,171.0,Personal best!
WL00012160,MEM002414,2024-01-02,19:40:00,Glute ham raise-,strength,hamstrings,beginner,3,19,104.8,42,315.1,Low,106.0,
WL00012161,MEM001206,2024-11-24,17:42:00,Seated Glute Stretch,stretching,glutes,beginner,3,19,0.0,72,320.9,High,166.0,Good progress
WL00012162,MEM000180,2024-03-08,06:34:00,Cross-over jack,strength,abductors,intermediate,4,12,109.3,53,240.2,High,111.0,
WL00012163,MEM000937,2024-02-08,21:50:00,Wrist Roller,strength,forearms,beginner,2,16,101.9,86,413.6,Very High,142.0,
WL00012164,MEM001568,2024-04-04,21:47:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,2,16,57.6,78,272.3,Very High,108.0,Felt strong today
WL00012165,MEM001151,2024-09-07,13:01:00,Pullups,strength,lats,intermediate,3,19,95.8,75,402.5,Low,100.0,Challenging but rewarding
WL00012166,MEM000557,2024-09-21,06:13:00,Standing hip circle,stretching,abductors,intermediate,3,12,0.0,59,394.9,High,155.0,Challenging but rewarding
WL00012167,MEM001554,2024-12-06,10:30:00,Low-cable cross-over,strength,chest,intermediate,3,16,50.3,51,209.8,Low,112.0,
WL00012168,MEM001938,2024-01-13,18:29:00,Concentration curl,strength,biceps,intermediate,4,14,12.2,62,357.6,Moderate,177.0,
WL00012169,MEM000567,2024-10-29,22:46:00,UNS Foam Roll Adductor,strength,adductors,intermediate,4,8,86.6,74,345.5,Moderate,146.0,Good progress
WL00012170,MEM000689,2024-02-03,16:09:00,Around-the-world pull-up,strength,lats,beginner,4,9,47.7,83,605.7,Low,134.0,Challenging but rewarding
WL00012171,MEM002002,2024-11-18,10:07:00,Triceps dip,strength,triceps,intermediate,3,19,115.5,79,562.4,High,126.0,Good progress
WL00012172,MEM001992,2024-08-26,11:06:00,Biceps curl to shoulder press,strength,biceps,beginner,3,11,118.3,89,343.8,Moderate,166.0,Challenging but rewarding
WL00012173,MEM002391,2024-06-21,18:15:00,Seated finger curl,strength,forearms,beginner,2,18,39.3,52,339.3,Very High,129.0,Challenging but rewarding
WL00012174,MEM000536,2024-04-17,12:54:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,5,12,9.3,48,291.8,High,123.0,Good progress
WL00012175,MEM000211,2024-09-23,05:53:00,Wrist Roller,strength,forearms,beginner,4,15,16.6,46,317.7,High,123.0,Great workout!
WL00012176,MEM000390,2024-07-31,10:49:00,Dumbbell Flyes,strength,chest,intermediate,2,15,128.9,26,173.2,Moderate,100.0,
WL00012177,MEM000318,2024-01-27,14:00:00,Elbow-to-knee crunch,strength,abdominals,intermediate,4,18,87.1,17,54.8,Low,,Felt strong today
WL00012178,MEM001640,2024-11-08,08:24:00,Barbell Curl,strength,biceps,intermediate,3,12,57.3,69,332.0,Low,134.0,Good progress
